entrez	cytoband	symbol	arm
105372325	19p12	LOC105372325	19p
105372326	19p12	LOC105372326	19p
105372328	19p12	LOC105372328	19p
105372330	19p12	LOC105372330	19p
105372331	19p12	LOC105372331	19p
105372332	19p12	LOC105372332	19p
105372334	19p12	LOC105372334	19p
105372335	19p12	LOC105372335	19p
105372337	19p12	LOC105372337	19p
105372338	19p12	LOC105372338	19p
105372339	19p12	LOC105372339	19p
105372345	19q11	LOC105372345	19q
105372346	19q11	LOC105372346	19q
105372347	19q11	LOC105372347	19q
105372348	19q11	LOC105372348	19q
105372349	19q12	LOC105372349	19q
105372352	19q12	LOC105372352	19q
105372353	19q12	LOC105372353	19q
105372354	19q12	LOC105372354	19q
105372355	19q12	LOC105372355	19q
105372356	19q12	LOC105372356	19q
105372358	19q12	LOC105372358	19q
105372360	19q12	LOC105372360	19q
105372361	19q12	LOC105372361	19q
105372362	19q12	LOC105372362	19q
105372363	19q12-q13.11	LINC01837	19q
105372364	19q13.11	LOC105372364	19q
105372368	19q13.11	LOC105372368	19q
105372370	19q13.11	LOC105372370	19q
105372371	19q13.11	LOC105372371	19q
105372374	19q13.11	LOC105372374	19q
105372377	19q13.11	LOC105372377	19q
105372379	19q13.12	LOC105372379	19q
105372380	19q13.12	LOC105372380	19q
105372383	19q13.12	LOC105372383	19q
105372385	19q13.12	LOC105372385	19q
105372390	19q13.12	LOC105372390	19q
105372394	19q13.13	LOC105372394	19q
105372395	19q13.13	LOC105372395	19q
105372396	19q13.13	LOC105372396	19q
105372397	19q13.2	LOC105372397	19q
105372399	19q13.2	LOC105372399	19q
105372401	19q13.2	LOC105372401	19q
105372404	19q13.2	LOC105372404	19q
105372405	19q13.2	LOC105372405	19q
105372407	19q13.2	LOC105372407	19q
105372410	19q13.31	LOC105372410	19q
105372411	19q13.31	LOC105372411	19q
105372412	19q13.31	LOC105372412	19q
105372414	19q13.31	LOC105372414	19q
105372419	19q13.32	GEMIN7-AS1	19q
105372420	19q13.32	LOC105372420	19q
105372421	19q13.32	LOC105372421	19q
105372424	19q13.32	LOC105372424	19q
105372426	19q13.32	LOC105372426	19q
105372427	19q13.32	LOC105372427	19q
105372429	19q13.33	ZNF114-AS1	19q
105372430	19q13.33	LOC105372430	19q
105372431	19q13.33	LOC105372431	19q
105372432	19q13.33	LOC105372432	19q
105372434	19q13.33	LOC105372434	19q
105372435	19q13.33	LOC105372435	19q
105372436	19q13.33	LOC105372436	19q
105372437	19q13.33	LOC105372437	19q
105372439	19q13.33	LOC105372439	19q
105372440	19q13.33	LOC105372440	19q
105372441	19q13.33	LOC105372441	19q
105372442	19q13.41	LOC105372442	19q
105372444	19q13.41	LINC01872	19q
105372446	19q13.41	LOC105372446	19q
105372448	19q13.41	LOC105372448	19q
105372449	19q13.41	LOC105372449	19q
105372451	19q13.41	LOC105372451	19q
105372452	19q13.41	LOC105372452	19q
105372453	19q13.41	LOC105372453	19q
105372454	19q13.42	LOC105372454	19q
105372457	19q13.42	LOC105372457	19q
105372460	19q13.42	LOC105372460	19q
105372461	19q13.42	LOC105372461	19q
105372462	19q13.42	LOC105372462	19q
105372465	19q13.42	LOC105372465	19q
105372468	19q13.43	LOC105372468	19q
105372470	19q13.43	LOC105372470	19q
105372471	19q13.43	LOC105372471	19q
105372472	19q13.43	LOC105372472	19q
105372473	19q13.43	LOC105372473	19q
105372475	19q13.43	LOC105372475	19q
105372476	19q13.43	ZNF460-AS1	19q
105372478	19q13.43	LOC105372478	19q
105372479	19q13.43	LOC105372479	19q
105372480	19q13.43	LOC105372480	19q
105372481	19q13.43	ERVK3-1	19q
105372482	19q13.43	LOC105372482	19q
105372483	19q13.43	LOC105372483	19q
105372484	19q13.43	LOC105372484	19q
105372485	19q13.43	LOC105372485	19q
105372486	19q13.43	LOC105372486	19q
105372489	19q13.2	LOC105372489	19q
105372491	20p13	LOC105372491	20p
105372492	20p13	LOC105372492	20p
105372493	20p13	LOC105372493	20p
105372494	20p13	LOC105372494	20p
105372496	20p13	LOC105372496	20p
105372497	20p13	LOC105372497	20p
105372498	20p13	LOC105372498	20p
105372499	20p13	LOC105372499	20p
105372501	20p13	LOC105372501	20p
105372502	20p13	LOC105372502	20p
105372503	20p13	LOC105372503	20p
105372504	20p13	LOC105372504	20p
105372505	20p13	LOC105372505	20p
105372506	20p13	LOC105372506	20p
105372507	20p13	LOC105372507	20p
105372508	20p13	LOC105372508	20p
105372509	20p13	LOC105372509	20p
105372510	20p13	LOC105372510	20p
105372511	20p13	LOC105372511	20p
105372513	20p12.3	LOC105372513	20p
105372514	20p12.3	LOC105372514	20p
105372516	20p12.3	LINC01713	20p
105372517	20p12.3	LOC105372517	20p
105372518	20p12.3	LOC105372518	20p
105372520	20p12.3	LOC105372520	20p
105372521	20p12.3	LOC105372521	20p
105372522	20p12.3	LOC105372522	20p
105372523	20p12.2	LOC105372523	20p
105372524	20p12.2	LOC105372524	20p
105372525	20p12.2	LOC105372525	20p
105372527	20p12.2	LOC105372527	20p
105372528	20p12.2	LOC105372528	20p
105372529	20p12.2	LOC105372529	20p
105372530	20p12.2	LOC105372530	20p
105372531	20p12.2	LOC105372531	20p
105372532	20p12.1	LOC105372532	20p
105372535	20p12.1	LOC105372535	20p
105372539	20p12.1	LOC105372539	20p
105372541	20p12.1	LOC105372541	20p
105372542	20p12.1	LOC105372542	20p
105372544	20p12.1	LOC105372544	20p
105372545	20p12.1	LOC105372545	20p
105372546	20p12.1	LOC105372546	20p
105372547	20p12.1	LOC105372547	20p
105372548	20p12.1	LOC105372548	20p
105372549	20p11.23	LOC105372549	20p
105372550	20p11.23	LOC105372550	20p
105372551	20p11.23	LOC105372551	20p
105372553	20p11.23	LOC105372553	20p
105372554	20p11.23	LOC105372554	20p
105372555	20p11.23	LOC105372555	20p
105372556	20p11.23	LINC00237	20p
105372558	20p11.22	LOC105372558	20p
105372560	20p11.22	LOC105372560	20p
105372561	20p11.22	LOC105372561	20p
105372562	20p11.21	LOC105372562	20p
105372563	20p11.21	LOC105372563	20p
105372564	20p11.21	LOC105372564	20p
105372566	20p11.21	LINC01747	20p
105372567	20p11.21	LOC105372567	20p
105372568	20p11.21	LOC105372568	20p
105372569	20p11.21	LOC105372569	20p
105372571	20p11.21	LOC105372571	20p
105372572	20p11.21	LOC105372572	20p
105372573	20p11.21	LOC105372573	20p
105372574	20p11.21	LOC105372574	20p
105372575	20p11.21	LOC105372575	20p
105372576	20p11.21	LOC105372576	20p
105372577	20p11.21	LOC105372577	20p
105372578	20p11.21	LOC105372578	20p
105372579	20p11.21	LOC105372579	20p
105372580	20p11.21	LOC105372580	20p
105372581	20p11.21	LOC105372581	20p
105372582	20p11.1	LOC105372582	20p
105372585	20p11.21	LOC105372585	20p
105372586	20q11.1	LOC105372586	20q
105372587	20q11.1	FAM242A	20q
105372588	20q11.21	LOC105372588	20q
105372589	20q11.21	LOC105372589	20q
105372592	20q11.21	LOC105372592	20q
105372593	20q11.21	LOC105372593	20q
105372594	20q11.21	LOC105372594	20q
105372599	20q11.22	LOC105372599	20q
105372602	20q11.23	LOC105372602	20q
105372606	20q11.23	LOC105372606	20q
105372608	20q11.23	LINC01746	20q
105372609	20q11.23	LOC105372609	20q
105372613	20q12	LOC105372613	20q
105372614	20q12	LOC105372614	20q
105372616	20q12	LOC105372616	20q
105372617	20q12	LOC105372617	20q
105372618	20q12	LOC105372618	20q
105372620	20q12	LOC105372620	20q
105372621	20q12	LOC105372621	20q
105372622	20q12	LOC105372622	20q
105372623	20q12	LOC105372623	20q
105372624	20q12	LOC105372624	20q
105372625	20q13.12	LOC105372625	20q
105372626	20q13.12	LINC01728	20q
105372629	20q13.12	LOC105372629	20q
105372630	20q13.12	LOC105372630	20q
105372631	20q13.12	LOC105372631	20q
105372632	20q13.12	LOC105372632	20q
105372633	20q13.12	LOC105372633	20q
105372636	20q13.13	LOC105372636	20q
105372637	20q13.13	LOC105372637	20q
105372639	20q13.13	LOC105372639	20q
105372640	20q13.13	LOC105372640	20q
105372641	20q13.13	LOC105372641	20q
105372643	20q13.13	LOC105372643	20q
105372644	20q13.13	LOC105372644	20q
105372645	20q13.13	LOC105372645	20q
105372646	20q13.13	LOC105372646	20q
105372647	20q13.13	LOC105372647	20q
105372648	20q13.13	LOC105372648	20q
105372649	20q13.13	LOC105372649	20q
105372651	20q13.13	LOC105372651	20q
105372652	20q13.13	LOC105372652	20q
105372653	20q13.13	LOC105372653	20q
105372654	20q13.13	LOC105372654	20q
105372655	20q13.13	LOC105372655	20q
105372656	20q13.13	LOC105372656	20q
105372657	20q13.13	LOC105372657	20q
105372659	20q13.13	LOC105372659	20q
105372661	20q13.13	LOC105372661	20q
105372662	20q13.13	LOC105372662	20q
105372663	20q13.2	LOC105372663	20q
105372664	20q13.2	LOC105372664	20q
105372665	20q13.2	LOC105372665	20q
105372666	20q13.2	LOC105372666	20q
105372667	20q13.2	LOC105372667	20q
105372668	20q13.2	LOC105372668	20q
105372669	20q13.2	LOC105372669	20q
105372670	20q13.2	LOC105372670	20q
105372671	20q13.2	LOC105372671	20q
105372672	20q13.2	LOC105372672	20q
105372675	20q13.2	LOC105372675	20q
105372676	20q13.2	LOC105372676	20q
105372677	20q13.2	LOC105372677	20q
105372678	20q13.2	LOC105372678	20q
105372679	20q13.2	LOC105372679	20q
105372680	20q13.2	LOC105372680	20q
105372681	20q13.31	LOC105372681	20q
105372682	20q13.31	LINC01716	20q
105372683	20q13.31	LOC105372683	20q
105372685	20q13.31	LOC105372685	20q
105372686	20q13.31	LOC105372686	20q
105372687	20q13.31	LOC105372687	20q
105372688	20q13.31	LOC105372688	20q
105372690	20q13.31	LOC105372690	20q
105372692	20q13.31	LOC105372692	20q
105372693	20q13.32	LOC105372693	20q
105372694	20q13.32	LOC105372694	20q
105372695	20q13.32	LOC105372695	20q
105372696	20q13.32	LOC105372696	20q
105372697	20q13.33	LOC105372697	20q
105372698	20q13.33	LOC105372698	20q
105372699	20q13.33	LOC105372699	20q
105372700	20q13.33	LOC105372700	20q
105372701	20q13.33	LOC105372701	20q
105372703	20q13.33	LOC105372703	20q
105372704	20q13.33	LOC105372704	20q
105372705	20q13.33	LOC105372705	20q
105372706	20q13.33	LOC105372706	20q
105372707	20q13.33	LOC105372707	20q
105372708	20q13.33	LOC105372708	20q
105372709	20q13.33	LOC105372709	20q
105372710	20q13.33	LOC105372710	20q
105372711	20q13.33	LOC105372711	20q
105372712	20q13.33	WI2-87327B8.2	20q
105372714	20q11.21	LOC105372714	20q
105372716	20q13.33	LOC105372716	20q
105372717	20q13.33	LOC105372717	20q
105372718	20q13.33	LOC105372718	20q
105372719	20q13.33	LOC105372719	20q
105372720	20q13.33	LOC105372720	20q
105372721	20q13.33	LOC105372721	20q
105372724	20q13.33	LOC105372724	20q
105372725	20q13.33	LOC105372725	20q
105372726	20q13.33	LOC105372726	20q
105372727	20q13.33	LOC105372727	20q
105372730	21p11.2	LINC01666	21p
105372731	21p11.2	LOC105372731	21p
105372733	21p11.2	LOC105372733	21p
105372734	21p11.2	LOC105372734	21p
105372738	21q11.2	LOC105372738	21q
105372740	21q21.1	LOC105372740	21q
105372741	21q21.1	LOC105372741	21q
105372745	21q21.1	LOC105372745	21q
105372746	21q21.1	LINC01683	21q
105372747	21q21.2	LOC105372747	21q
105372749	21q21.2	LOC105372749	21q
105372750	21q21.2	LOC105372750	21q
105372751	21q21.2	LINC01684	21q
105372753	21q21.2-q21.3	LOC105372753	21q
105372756	21q21.3	LOC105372756	21q
105372757	21q21.3	LOC105372757	21q
105372758	21q21.3	LOC105372758	21q
105372759	21q21.3	LOC105372759	21q
105372760	21q21.3	LOC105372760	21q
105372762	21q21.3	LOC105372762	21q
105372763	21q21.3	LINC01673	21q
105372764	21q21.3	LOC105372764	21q
105372766	21q21.3	LOC105372766	21q
105372767	21q21.3	LOC105372767	21q
105372768	21q21.3	LOC105372768	21q
105372770	21q21.3	LOC105372770	21q
105372772	21q22.11	LOC105372772	21q
105372773	21q22.11	LOC105372773	21q
105372774	21q22.11	LOC105372774	21q
105372775	21q22.11	LOC105372775	21q
105372776	21q22.11	LOC105372776	21q
105372777	21q22.11	LOC105372777	21q
105372779	21q22.11	LOC105372779	21q
105372782	21q22.11	LOC105372782	21q
105372785	21q22.11	LOC105372785	21q
105372787	21q22.11	LOC105372787	21q
105372789	21q22.11	LOC105372789	21q
105372790	21q22.11	LOC105372790	21q
105372791	21q22.11	LOC105372791	21q
105372793	21q22.12	LOC105372793	21q
105372795	21q22.13	LOC105372795	21q
105372797	21q22.13	LOC105372797	21q
105372798	21q22.13	LOC105372798	21q
105372799	21q22.13	KCNJ6-AS1	21q
105372801	21q22.13	LOC105372801	21q
105372802	21q22.2	LOC105372802	21q
105372803	21q22.2	LOC105372803	21q
105372804	21q22.2	LOC105372804	21q
105372808	21q22.3	LOC105372808	21q
105372809	21q22.3	LOC105372809	21q
105372812	21q22.3	LOC105372812	21q
105372813	21q22.3	LOC105372813	21q
105372814	21q22.3	LOC105372814	21q
105372815	21q22.3	LOC105372815	21q
105372816	21q22.3	LOC105372816	21q
105372817	21q22.3	LOC105372817	21q
105372821	21q22.3	LOC105372821	21q
105372824	21q22.3	LOC105372824	21q
105372825	21q22.3	LOC105372825	21q
105372826	21q22.3	LOC105372826	21q
105372829	21q22.3	LOC105372829	21q
105372831	21p12	CH507-9B2.8	21p
105372832	21p12	LOC105372832	21p
105372833	21q22.3	LOC105372833	21q
105372835	21q22.3	LOC105372835	21q
105372836	21q22.3	LOC105372836	21q
105372838	21q22.3	LOC105372838	21q
105372839	21q22.3	LOC105372839	21q
105372840	21q22.3	LINC01694	21q
105372841	21q22.3	LOC105372841	21q
105372842	21q22.3	LOC105372842	21q
105372850	22q11.21	LOC105372850	22q
105372853	22q11.21	LOC105372853	22q
105372857	1q32.1	LOC105372857	1q
105372858	22q11.21	LOC105372858	22q
105372859	22q11.21	LOC105372859	22q
105372860	22q11.21	LOC105372860	22q
105372861	22q11.21	LOC105372861	22q
105372862	22q11.21	LOC105372862	22q
105372863	22q11.21	LOC105372863	22q
105372864	22q11.21	LOC105372864	22q
105372869	1q32.1	LOC105372869	1q
105372871	22q11.21	LOC105372871	22q
105372873	1q32.1	LOC105372873	1q
105372876	1q32.1	LOC105372876	1q
105372877	1q32.1	LOC105372877	1q
105372878	1q32.1	LOC105372878	1q
105372879	1q32.1	LOC105372879	1q
105372880	1q32.2	LOC105372880	1q
105372881	1q32.2	LOC105372881	1q
105372883	1q32.2	LOC105372883	1q
105372884	1q32.2	LOC105372884	1q
105372887	1q32.2	LOC105372887	1q
105372888	1q32.2	LOC105372888	1q
105372889	1q32.2	LOC105372889	1q
105372891	1q32.2	LOC105372891	1q
105372892	1q32.2	LOC105372892	1q
105372893	1q32.2	LINC01717	1q
105372894	1q32.2	LINC01774	1q
105372895	1q32.2	LOC105372895	1q
105372896	1q32.2	LOC105372896	1q
105372897	1q32.2	LINC01696	1q
105372898	1q32.2	LOC105372898	1q
105372899	1q32.2	LOC105372899	1q
105372901	1q32.2	LOC105372901	1q
105372902	1q32.2	LOC105372902	1q
105372903	1q32.3	LOC105372903	1q
105372904	1q32.3	LOC105372904	1q
105372906	1q32.3	LOC105372906	1q
105372907	1q32.3	LOC105372907	1q
105372908	1q32.3	LOC105372908	1q
105372911	1q32.3	LOC105372911	1q
105372912	1q32.3	LOC105372912	1q
105372915	1q41	LOC105372915	1q
105372916	1q41	LOC105372916	1q
105372918	1q41	LOC105372918	1q
105372919	1q41	LOC105372919	1q
105372920	1q41	LOC105372920	1q
105372922	1q41	LOC105372922	1q
105372923	1q41	LOC105372923	1q
105372924	1q41	LOC105372924	1q
105372925	1q41	LINC01710	1q
105372926	1q41	LOC105372926	1q
105372928	1q41	LOC105372928	1q
105372929	1q41	LOC105372929	1q
105372930	1q41	LOC105372930	1q
105372932	1q41	LOC105372932	1q
105372934	1q41	LOC105372934	1q
105372935	22q11.21	LOC105372935	22q
105372937	1q41	LOC105372937	1q
105372942	22q11.21	LOC105372942	22q
105372944	22q11.21	LINC01651	22q
105372945	1q41	LOC105372945	1q
105372947	22q11.22	LOC105372947	22q
105372948	22q11.22	LOC105372948	22q
105372949	22q11.22	LL22NC03-102D1.18	22q
105372950	1q41	LINC02257	1q
105372952	22q11.22	LOC105372952	22q
105372955	22q11.23	LINC02557	22q
105372956	1q41	LOC105372956	1q
105372957	22q11.23	LOC105372957	22q
105372959	22q11.23	LOC105372959	22q
105372960	22q11.23	LOC105372960	22q
105372962	22q11.23	LOC105372962	22q
105372963	22q12.1	LOC105372963	22q
105372964	22q12.1	LOC105372964	22q
105372969	22q11.23	LOC105372969	22q
105372971	22q12.1	LOC105372971	22q
105372972	22q12.1	LINC02559	22q
105372974	22q12.1	LOC105372974	22q
105372976	22q12.1	LOC105372976	22q
105372977	22q12.1	LOC105372977	22q
105372978	22q12.1	LINC01638	22q
105372979	22q12.1	LOC105372979	22q
105372980	22q12.1	LOC105372980	22q
105372981	22q12.1	LOC105372981	22q
105372984	1q41	LOC105372984	1q
105372985	22q12.2	LOC105372985	22q
105372988	22q12.2	LOC105372988	22q
105372989	22q12.2	LOC105372989	22q
105372990	22q12.2	LOC105372990	22q
105372991	22q12.2	LOC105372991	22q
105372994	22q12.2	LOC105372994	22q
105372995	22q12.2	LOC105372995	22q
105372997	22q12.2	LOC105372997	22q
105372998	22q12.3	LOC105372998	22q
105372999	22q12.3	LINC02558	22q
105373000	22q12.3	LOC105373000	22q
105373002	22q12.3	LOC105373002	22q
105373003	22q12.3	LOC105373003	22q
105373004	22q12.3	LL22NC03-104C7.1	22q
105373006	22q12.3	LINC01640	22q
105373007	22q12.3	LOC105373007	22q
105373009	22q12.3	LL22NC03-13G6.2	22q
105373010	22q12.3	LINC01643	22q
105373012	22q12.3	LOC105373012	22q
105373013	22q12.3	LOC105373013	22q
105373014	22q12.3	LOC105373014	22q
105373015	22q12.3	LOC105373015	22q
105373016	22q12.3	LOC105373016	22q
105373017	22q12.3	LOC105373017	22q
105373018	22q12.3	LOC105373018	22q
105373019	22q12.3	LOC105373019	22q
105373020	22q12.3	LOC105373020	22q
105373021	22q12.3	LOC105373021	22q
105373022	22q12.3	LOC105373022	22q
105373023	22q12.3	LOC105373023	22q
105373024	22q13.1	LOC105373024	22q
105373025	1q41	LOC105373025	1q
105373027	22q13.1	LOC105373027	22q
105373029	22q13.1	LOC105373029	22q
105373030	22q13.1	LOC105373030	22q
105373031	22q13.1	LOC105373031	22q
105373032	22q13.1	LOC105373032	22q
105373033	22q13.1	LOC105373033	22q
105373034	1q41	LOC105373034	1q
105373035	22q13.1	LOC105373035	22q
105373037	22q13.1	LOC105373037	22q
105373038	22q13.2	LOC105373038	22q
105373041	1q41	LOC105373041	1q
105373042	22q13.2	LOC105373042	22q
105373043	22q13.2	LOC105373043	22q
105373044	22q13.2	LOC105373044	22q
105373046	1q41	LOC105373046	1q
105373047	22q13.2	LOC105373047	22q
105373051	22q13.2	LOC105373051	22q
105373053	22q13.2	LOC105373053	22q
105373054	22q13.2	LINC01639	22q
105373056	1q42.11	LOC105373056	1q
105373057	22q13.31	LOC105373057	22q
105373058	22q13.31	LOC105373058	22q
105373059	22q13.31	LOC105373059	22q
105373060	22q13.31	LOC105373060	22q
105373061	1q42.11	LOC105373061	1q
105373062	22q13.31	LOC105373062	22q
105373063	22q13.31	LOC105373063	22q
105373064	22q13.31	LOC105373064	22q
105373066	22q13.31	LOC105373066	22q
105373067	22q13.31	LOC105373067	22q
105373068	22q13.31	LOC105373068	22q
105373069	22q13.31	LOC105373069	22q
105373071	22q13.31	LOC105373071	22q
105373074	22q13.31	LOC105373074	22q
105373075	22q13.31	LOC105373075	22q
105373077	22q13.31	LOC105373077	22q
105373080	22q13.32	LOC105373080	22q
105373081	22q13.32	LOC105373081	22q
105373083	22q13.32	LOC105373083	22q
105373085	22q13.32	LOC105373085	22q
105373086	22q13.32	LOC105373086	22q
105373087	22q13.33	LOC105373087	22q
105373089	22q13.33	LOC105373089	22q
105373091	22q13.33	LOC105373091	22q
105373095	22q13.33	LOC105373095	22q
105373096	22q13.33	LOC105373096	22q
105373098	22q13.33	LOC105373098	22q
105373100	22q13.33	LOC105373100	22q
105373102	Xp22.33	LOC105373102	Xp
105373105	Xp22.33	LOC105373105	Xp
105373106	1q42.12	LOC105373106	1q
105373108	1q42.12	LOC105373108	1q
105373109	1q42.12	LOC105373109	1q
105373110	1q42.12	LOC105373110	1q
105373113	1q42.12	LINC01703	1q
105373115	1q42.12	LOC105373115	1q
105373116	1q42.12	LOC105373116	1q
105373117	1q42.12	LOC105373117	1q
105373119	1q42.13	LOC105373119	1q
105373122	1q42.13	LOC105373122	1q
105373124	1q42.13	LOC105373124	1q
105373125	Xp22.31	LOC105373125	Xp
105373126	Xp22.2	LOC105373126	Xp
105373131	Xp22.2	LOC105373131	Xp
105373133	Xp22.2	LOC105373133	Xp
105373134	Xp22.2	LOC105373134	Xp
105373137	Xp22.2	LOC105373137	Xp
105373138	Xp22.2	LOC105373138	Xp
105373140	Xp22.2	PTMAP14	Xp
105373142	Xp22.13	LOC105373142	Xp
105373143	1q42.13	LOC105373143	1q
105373144	Xp22.13	LINC01456	Xp
105373146	Xp22.12	LOC105373146	Xp
105373148	Xp22.11	LOC105373148	Xp
105373150	Xp21.3	LOC105373150	Xp
105373151	Xp21.3	LOC105373151	Xp
105373152	Xp21.3	LOC105373152	Xp
105373153	Xp21.1	LOC105373153	Xp
105373154	Xp21.1	LOC105373154	Xp
105373155	Xp21.1	LOC105373155	Xp
105373156	Xp22.31	LOC105373156	Xp
105373158	1q42.13	LOC105373158	1q
105373159	1q42.13	LOC105373159	1q
105373161	1q42.13	LOC105373161	1q
105373162	1q42.13	LOC105373162	1q
105373163	1q42.13	LOC105373163	1q
105373164	1q42.13	LOC105373164	1q
105373165	1q42.2	LOC105373165	1q
105373166	1q42.2	LOC105373166	1q
105373167	1q42.2	LOC105373167	1q
105373170	1q42.2	LOC105373170	1q
105373171	1q42.2	LOC105373171	1q
105373172	1q42.2	LOC105373172	1q
105373174	Xp11.4	LOC105373174	Xp
105373175	Xp11.4	LOC105373175	Xp
105373176	Xp11.4	LOC105373176	Xp
105373177	Xp11.4	LOC105373177	Xp
105373178	Xp11.4	LOC105373178	Xp
105373180	Xp11.4	LOC105373180	Xp
105373181	Xp11.4	LOC105373181	Xp
105373182	Xp11.4	LOC105373182	Xp
105373184	Xp11.4	LOC105373184	Xp
105373185	Xp11.4	LINC02601	Xp
105373186	Xp11.3	LOC105373186	Xp
105373187	Xp11.4-p11.3	LOC105373187	Xp
105373188	Xp11.3	LOC105373188	Xp
105373190	Xp11.3	LOC105373190	Xp
105373191	Xp11.3	LOC105373191	Xp
105373193	Xp11.3	LOC105373193	Xp
105373194	Xp11.3	LOC105373194	Xp
105373195	Xp11.23	LOC105373195	Xp
105373196	1q42.2	LOC105373196	1q
105373198	1q42.2	LOC105373198	1q
105373199	1q42.2	LINC01745	1q
105373201	1q42.2	LOC105373201	1q
105373202	Xp11.22	LOC105373202	Xp
105373204	Xp11.22	LOC105373204	Xp
105373205	Xp11.22	LOC105373205	Xp
105373206	1q42.2	LOC105373206	1q
105373207	1q42.3	LOC105373207	1q
105373208	1q42.3	LOC105373208	1q
105373209	1q42.3	LOC105373209	1q
105373210	1q42.3	LOC105373210	1q
105373211	1q42.3	LOC105373211	1q
105373212	1q42.3	LOC105373212	1q
105373215	1q42.3	LOC105373215	1q
105373218	1q43	LOC105373218	1q
105373220	1q43	LOC105373220	1q
105373222	1q43	LOC105373222	1q
105373223	1q43	LOC105373223	1q
